"text","stars"
"Went here for some beats and beers in the sun. It is a perfect summer venue - all outdoor space, giant jenga set, cocktails and food stalls to line the...","4"
"I've had my fare share of amazing pizza given that I've eaten it in places such as New York & Italy, which are notorious for their pizza. But I can...","5"
"Having pizza here has forever changed me. I will never be able to go out in California ever again. The antipasto plate changed my life. Every ""cheese"" was...","5"
"If you're looking for the best pizza of your life (vegan or non-vegan), you've got to go here. All their pizza is vegan, but my non-vegan friends ordered...","5"
"I have been wanting to dine here for a long time. After numerous trips to London, I finally made it and had Afternoon Tea. I came here by myself which is...","5"
"I've been to the OXO Tower many times both restaurant and Brassiere.This visit to the Restaurant was good.  I am mixed between 3 and 4 stars to be honest....","4"
"Just came here for drinks but wow was I impressed! The view is amazing of the skyline! And it's on the water! Double points for that. They have indoor...","5"
"This spot had surprisingly good Mexican food and a nice selection of hot sauces.We enjoyed two kinds of tacos, fish and pork. Tacos were the right size,...","4"
"My friends told me that this place used to have really rubbish service, but that they would put up with it for the yummy mexican food(!) However it must...","4"
"Able to reserve a table for dinner day of. Portions (tostadas) are pretty small for the price. Food was average but the chipotle salsa had a nice spice....","3"
"Well, that was a nice surprise!My husband and I bought some pizza (via deliveroo) as we managed to walk 28km around the capital ring...but we couldn't face...","5"
"I should begin by saying I have roots in Taranto, the crib of the original panzerotto. I ordered a ""panzerotto"" from Domo 94 tonight, and have to say I am...","1"
"Cosy Italian restaurant located right opposite Camden station. You can't miss it. Great place for a quiet date or to chill with some friends. The place is...","4"
"Such a nice pub and restaurant! I've been living very close to it for almost 2 years now but went for the first time only very recently. The restaurant...","5"
"They had a bunch of stuff going against them when we dined here. It was an excessively hot day (and they had no air con) and they had a large party show up...","4"
"The Roast Pork Belly is wonderful. Great food, music and service. If you're looking for a pub to have a good meal and relax than this is the place. Cheers!","5"
"Decent Korean but not the best Ive been to.We went for the BBQ and while it was good I thought it wasnt the best around for the price.But staff if...","3"
"They claim this is their LARGE Order. The waiter said there will be 2 rows of meat and small order will be 1 row of meat. When we check with the owner he...","1"
"Tried the Korean BBQ and I thought it was so so. I had better. They sat us in the back and it took us a while to get our order. Service was slow. Not to...","3"
"I adored this place! My boyfriend and I ended up in London earlier this month trying to fly back to the United States. We arrived in London on my birthday...","5"
"3 stars because the display is just so unbelievable to look at it's impossible to turn away! That being said, the cakes unfortunately don't live up to...","3"
"4 stars for their desserts: layered honey cake and green tea cake. 3 stars for their regular food. Simple classic pasta and salad dishes (most of them...","4"
"Absolutely magnificent! Full disclosure, I went to this place for the Christmas decorations and bauble ceiling display! However, I was so impressed with the...","5"
"All I can say is if you miss this place during the Christmas season, you missed out ! My boyfriend and I made this our first stop once in London because we...","5"
"I came here for their special holiday season, when 34 Mayfair becomes Miracle on 34 Mayfair. It felt magical. The entire restaurant becomes covered in...","5"
"This chain serves good food. We were in London and it was near our hotel. We enjoyed our meal.","5"
"Best lasagne I've ever had in my entire life, seriously. Exactly as I hoped, which is never the case, but also with a nice surprise: crispy bread crumbs on...","5"
"We really enjoyed Zizzi! The food was authentic Italian, along with the variety of wines. I had vegan pizza with gluten free crust and it was delicious!","5"
"Ok, so I walked in cold on a Saturday night after a long flight. Staying at the hotel, but found this on Yelp and thought ""really, a highly rated Mexican...","5"
"Food was creative and delicious.  Service was great.  They have a very nice Sunday brunch.   The price cure is our thank you for dining there. Would...","5"
"It was disappointing from the start.  The hostess blatantly Doubted our reservation until I show her my confirmation email. She then seated us next to a...","3"
"Tasty and reasonably priced.Shared a number of things as a group. Nearly empty at 18:30 and got busier around 20:00.Tzakziki - 3/5. Good pita but the...","4"
"One of my favorite Greek places in London. This is my second time and I made an effort to come back. Even if it's just you, with the small plate design of...","5"
"A Greek restaurant in the heart of Soho that totally punches above its weight. The quality of the ingredients is obviously high, the cooking quality is...","5"
"This was an absolute pleasure to stumble on as a tourist. Though it was lunch time on a weekday, it was packed with locals grabbing food and a drink on...","5"
"This pub was literally an arms length away from our Airbnb and we arrived a bit late into London so we gave it a try. It was exactly what you'd expect from...","3"
"Delicious fish and chips and a HUGE portion. The only complaint was that they needed your table number prior to ordering and when it's busy, it's difficult...","4"
"I ordered a Coconut Chicken Vermicelli Noodle for delivery with Deliveroo and I like it since meat was good, flavor was delicate and portion was fair.","4"
"It was cold and rainy.  My husband and I were missing home and dying for some hot pho.  We tried Union Viet and were greeted by friendly staff and very...","4"
"This very simple, very inexpensive (especially for London) very small restaurant has very good summer rolls , pho and a shrimp appetizer, very nice people...","5"
"Halal English Breakfast for like 5 GBP? Whats not to like?!This is right underneath the overpass on Portobello Road, if going South it will be on your...","5"
"First time trying Malaysian food. I'm from Los Angeles and we don't have any Malaysian restaurants. It's a cross between Thai and Indian food. It was...","5"
"At the slightly grubby end of Portabello Road under an overpass sits this cafe. It like everything in the area looks rather forgotten and that it's Love was...","4"
"When you enter, you're immediately greeted by the staff. They were very friendly and helpful. The service was also really fast. I had the Sweet Chili...","5"
"I came back after two years and unfortunately the experience wasn't as good as before. The place moved and from being a mostly take-away place with a bunch...","4"
"Around the corner from Wombats hostel where we were staying, and went in on a whim. I had the bento box combo (so miso and gyoza on the side) with spicy bbq...","5"
"Lovely service in a cosy peaceful restaurant on a busy street in notting hill. Good veggie options  ; the breakfast looks promising too. Looking forward...","4"
"Omg. Came here with a coworker on a recommendation! Awesome! My steak and frites were wonderful. Ordered it medium rare and it was right in! The other meals...","5"
"Good food and great service.  The restaurant looks recently remodeled and warm and cozy...nice atmosphere.  Most were locals (usually a good sign). My wife...","5"
"Great location. Great food. Great service. Had the croquettes, huevos lotos and churros. All delicious. Would highly recommend.","5"
"Very good tapas, I think they could work on the croquetas not crispy enough but everyrhing else was very good.We shared the lamb shop which had an amazing...","4"
"Amazing food, great service, and nice atmosphere!Recommend reservation Got the Patatas Bravas(fried potatoes with salsa brava sauce), Pincho de queso...","5"
"One of the most fantastic meals and dining experiences we have had!We arrived to the intimate Five Fields looking forward to a decent meal, we were wrong...","5"
"Not for the faint of heart price wise - but it was the finest meal I have had in London and that is saying something -A small gem of a place with...","5"
"We came here for lunch on our first day in London on recommendations from friends. It was quietly lovely. Not blown away but very good. Refined dishes. The...","4"
"Came here on a Saturday evening, and wanted to get a Gordon Ramsay restaurant in during my trip. It's not a super fancy restaurant of his but you'll feel...","4"
"British food at its finest. Tucked away from the busy Oxford street lined with shops.We had partaken excellent selections of grilled meat. Server came to...","5"
"Third time trying this spot and the third time being disappointed. The food is great but the service is incredibly bad. They really tend to seat you and...","2"
"It's true, these patties are not like the many, many patties I've eaten in both New York and Jamaica--they're better! The meat is great quality, and the...","5"
"Mrs. G had seen this store when visiting London recently - so yesterday we decided to make a quick stop for a bite before leaving for our mid afternoon...","4"
"I am going to make this short and sweet the patties here are delicious. I came here specifically for the jerk chicken patty but unfortunately I came 15...","5"
"There's a burger place downstairs too and toilets. Gordon ramsay even opened a burger place in the Harrods too. Burger cost £80.Best tasting burgers ever.","5"
"As American in London this place was just what I wanted, to give me a break from all of the pubs. While the menu is still British, it felt a little more...","5"
"Had our dinner here (2 days before we head back to Toronto).Ordered their 3 -course dinners (£23 each).Ambiance was semi-casual and comfortably...","4"
"So. Good. I was feeling homesick for Korean and our suite happened to be near this restaurant - good luck for us! We were able to get our party of 5 seated...","5"
"Expensive for what was offered.We ordered a variety of food, but the 'highlights' included:Gyoza Chicken - very tiny portionKatsu Kitchen - one was still...","2"
"Do your best to make a booking.  They aren't open all night and they fill up quickly.  I chose this mostly for convenience, as I had friends coming in from...","5"
"Literally the definition of ""hole in the wall."" You will miss it entirely if you're not looking for it on a map app.The bun bo hue is superb. However it...","4"
"It's bloody incredible - I've never had better Hue Vietnamese food (or Vietnamese full stop) in London. Frankly, it's better than pretty much everything...","5"
"Incredible, full stop. Don't be scared by the interior, go get the grilled pork rolls and the bun bo hue. Being from California, I have been very lucky to...","5"
"Favorite Italian restaurant in London. I used to live in this neighborhood and was lucky to find this gem. Food is very authentic and always delicious. The...","5"
"Found this place quite by accident on the first night of vacation. Food was quite good, especially the pizza. Restaurant staff was very friendly.","4"
"I've been to L'Osteria 57 a few times, since it's just a hop, skip and jump from where I have classes, and I've never been blown away by it (unfortunately,...","3"
"Best Larb Moo I have ever eaten outside Thailand hands down, let alone in London. You may have to ask for extra spiciness for that dish and mind you, it's...","5"
"We couldn't decide what to order so we asked the waitress to help us decide on a couple of dishes. We shared the chicken with chilli and basil along with...","4"
"This was a fantastic find! Thank you Yelp. I went here after a long journey getting to London and wanted something quick and delicious before settling in...","5"
"I have to say I count myself very lucky to live in Shepherds Bush on account of this great value, great quality Thai restaurant. I was actually told about...","5"
"Nice cozy Thai place. Solid food, great service.Prawns satay were a great appetizer. Chicken yellow curry and green beef curry were very tasty. Drunken...","4"
"Sadly VERY Racist- I was treated horribly by this establishment during my second visit. I originally came into the restaurant @ 7pm and requested a table...","1"
"I only had a Bibimbap for take-away but I will definitely go back to the restaurant when possible since it was one of the best Bibimbap I have had. Big...","5"
"Good Korean fried chicken can be really hard to find in London- Chee MC's sweet chili was pretty decent (7/10) but the original was quite underwhelming....","3"
"Went for some after work Korean chicken with some friends and ordered the following:- Yangnyum chicken- Honey butter chicken- Maneul chicken wings-...","3"
"I'm not sure why bars close their kitchens early on St. Patrick's Day. That's precisely the time that people need food in their system!After visiting...","4"
"After getting 2 hours of sleep the night before.  And then taking a 10-hour flight to Switzerland.  And then another 2-hour flight from Switzerland.  Not to...","4"
"Chicken nuggets were delicious, but chicken sandwich and fish sandwich were a little soggy. The location is decent and not in a too busy neighborhood. Fries...","3"
"More a four and a half than a five but still very good. Staff were nice and attentive, food was tasty. The lobster ravioli was delicious but moreso a...","5"
"FREAKING AMAZING ! That's as good as it gets. We had dinner here waayyy too late and the staff was simply adorable. I asked if we could grab a bite (at...","5"
"I know this place is supposed to be a pub, but it's so not your average dunking hole. It's a beautiful cocktail bar disguised as a pub but you only need to...","5"
"We were staying in the hotel so have this spot a try for some drinks on our last night.The view if you can secure a table outside is great and the service...","4"
"Coolest Roof Top bar in a long time. Had quite a few cocktails and all were good. Sure it's expensive, but not really for cocktails and London. Will...","5"
"Expensive. Lackluster. Boring. Flat bread with crispy lamb was good, but otherwise the food ranged from bland to downright terrible. Service was abysmal;...","2"
"Cafe 12 is so unique, it feels like family when you are there. The food is amazing and all fresh. Locally sourced and expertly prepared. Upon arrival we had...","5"
"Go past the many kebab houses on Hoxton Street and you'll stumble into this place. And when I say stumble, I mean it. The uneven floors and treacherous...","5"
"Oh. My. Goodness. This place is so beyond good that I have literally just finished my meal and have rushed to write a review. So I live around the...","5"
"""Let's go get some cheeky Nando's!"" as my British friend would say and here I am finally getting some ""cheeky Nando's"".I got the 1/2 Chicken medium spicy...","4"
"Nando's is so good but a kind warning: YOUR CLOTHES WILL SMELL AFTER! I suggest going at night where you can just go home after. My top recommendations are...","4"
"Very tasty boneless chicken.  Portions are quite big.  We were so full we had no room for dessert.  Very helpful staff.  Service is quick. Great ambiance....","4"
"In fairness, I should point out: I may get extra niceness due to the fact that I always come with friends who've been coming at least monthly for a...","4"
"I only came in to grab a coffee after a stroll through Hyde Park and thus cannot comment on their pastries other than they looked good on display. What I...","5"
"Soho eats are a dime a dozen, but Spanish food is definitely a little harder to come across. Cafe Espana is a tiny spot that serves up tapas as well as some...","3"
"We stayed just under two weeks in London in this neighborhood and enjoyed PC so much, we ate there twice! The first time we dined in with our baby and the...","5"
"This was a hidden gem. After spending two weeks in Italy, I didn't think I was going to crave Italian food, but this little restaurant was amaaaazing, and...","5"
"Very cozy and cute Sicilian joint near the museum. Popped in with boyfriend on a rainy day - their freh pasta and bread really hit the spot.Watch for their...","5"
"went there for watching the football world cup:- the spacious Victorian pub was beautified by German owners in October 2007 (they retained the ornate...","4"
"Took the Italian girlfriend for a true German experience - one of the best Germans in London, certainly better than the Bavarian Beerhouse or other ""tourist...","5"
"Sadly they closed the kitchen an hour early that night so we had a beer and a cider and moved on","4"
"A small restaurant on a busy street. Not the most flashy exterior but what a wonderful meal! The owner is gracious, very enthusiastic about his food and had...","5"
"Excellent food and service the server was awesome and super friendly. The Chicken Badamjan was excellent as was the Sultani and the Barg Kabob. Would highly...","5"
"Doost's offer could be boiled down to three simple components: local, quality reasonably priced food. I'm not au fait with Persian food, but the majority of...","4"
"We came here in December on a Wednesday at around 5.We asked the girl at the front if we could be seated even though we did not have reservations. She...","4"
"Beautiful view of Tower Bridge while enjoying a nice ""Ancho"" ribeye steak. Gaucho is a special places to eat, known for the finest Argentine steak and...","5"
"One of the best steakhouses in London. Located in a lovey area near city hall on the river, I found the steaks tender, juicy and prepared to perfection....","4"
"Who said London food isn't good? Because The Athenian had some of the BEST Greek food I've ever had.I got the ground lamb & beef gyro, which comes with...","5"
"We've been a few times and have always found the food good, the prices reasonable, and the service quick.It's a lot of fairly standard Greek options -...","4"
"This spot is a great option in BOXPARK Shoreditch, an awesome food hall with live music + lots of food stands. I got the chicken gyro that came stuffed with...","4"
"This a great place to go to for dinner and drinks. Dark ambience with great music. The servers are all friendly. We got veggie spring rolls and those were...","4"
"disgusting gentrified flavorless food.its clear the restaurant is not owned by vietnamese people. the owners are rude and super racist.would give 0 stars...","1"
"Would give it zero stars if I could. Bland toilet water with noodles. Not to mention the owners are racist???? Yeah would not recommend to anyone. It was D...","1"
"ordered chicken mushroom (+rice) , (non-alcohol) strawberry mojito, about 24 quids.love the fresh mint + fresh strawberry , but thejuice is blended...","5"
"Another attempt at Shisha in London - Drunch Mayfair (24/50).Atmosphere: pleasant terrace in a quiet spot of Oxford St and Bond St. Casual seating with a...","3"
"Horrible service. Very incompetent. They had many open tables with a very long line. Did not acknowledge guests in line. A group of four cut the line by...","1"
"I've just recently discovered this charming spot right off the canal and it's been an awesome option for takeaway during lockdown. I've gone twice now and...","5"
"Walking along the waterway we saw this joint. Being that some of the closest people to me are Venezuelan I decided to give it a try. Maybe it was a bad day...","3"
"Great place to come and hang out with a very Latin atmosphere. The music is great and the service is phonemic.The arepas of crillo are by far my favorite...","5"
"Let me just say hell yes!!!! I'm from Miami so obviously Latin roots in this blood! I was craving Hispanic music my whole stay while in London and let me...","5"
"A solid tapas place, better than average but nothing  special in terms of food.The space is quite quircky and good for groups.We tried a bit of...","3"
"This is by far the worst restaurant I have ever been to. The service was awful, took forever to serve the food, and the bartender was rude and unhelpful...","1"
"I like this little Chinese.  Boundary rd unfortunately is a little far removed from the tubes so you have to do a little travelling. Unfortunately due to...","4"
"Good chinese food.  Family run restaurant.  Service is excellent, the owner is very attentive, feels like home cooked chinese food.  Crispy duck is yummy.","5"
"Pork Stir Fry with French Beans & Chili! Yeah, it's delicious. The only problem is that I ordered the Chicken Fried Rice, which was light and not at all...","5"
"Everything you eat and drink here is a special little creation. I don't care that it's a chain ... it's the best chain ever. I ate here two nights in a...","5"
"I'm going to preface this review with the fact that I MAY be a little bit of a dim sum snob coming from a Chinese family. If it were at home I would...","2"
"This spot was suggested by my sister, we arrived for Happy Hour.  I love the ambiance of this place, the decor was on point.  We ordered a variety of items...","4"
"Café Boheme is a deliciously quaint French brasserie and bar on Old Compton Street in Soho. It has those foldable front facades which open the restaurant...","4"
"Solid cocktails. Props to the waiter for managing to serve us relatively quickly despite how busy it was!","4"
"This is a great in Soho for people watching or just to grab a drink.  My co-worker and I came here a couple different times and enjoyed hanging out.  It's...","4"
"I love this place. I've eaten here several times over the last few years. The lasagna is amazing. Great food and great area for pints at the pubs before...","5"
"It will not disappoint.... we came in at 10pm thinking they would turn us away due to us being late for dinner. Not only were they accommodating, they were...","5"
"We came here after Buckingham Palace, it was great! I got Cannelloni with Pork and Mushrooms, which I'd been craving for a while, and it didn't disappoint....","4"
"Little Bay is one of those neighbourhood restaurants that you wish was in your neighbourhood. It's quirky and cosy; the food is good, the service is...","5"
"Great place to sit and have a great meal with great service.  If your visiting the Maida Vale area take time to get to this hidden jewel.  Every dish that...","5"
"The food here is simply delicious. I had the sea bass tonight. Loads of flavor with several different sauces. Also an excellent value as the prices are...","5"
"Class class class. FancyAF but so worth it. The vibe is really contemporary and makes you feel like you're going out somewhere special. I loved the service...","5"
"This place stayed up to the hype. I ordered the grilled octopus for starters and the sea bass for main course and it was amazing! I took a dig at the tuna...","5"
"My approach to Jean George restaurants is similar to how some people feel about Pokemon: gotta catch them all. I've been to almost all of his NY restaurants...","5"
"Had a gorgeous meal here yesterday with a perfect group of chatty foodies. The service was impeccable and the ambience warm and welcoming. This family-run...","5"
"Had a lovely meal with some great ladies at Lamezia this week. We received a warm welcome from the owner Maria, who couldn't help up enough. We shared some...","4"
"I was invited to try out the new menu additions at Lamezia. Maria recently took over the restaurant from her parents and has made some changes to update the...","4"
"The Itsu chain has been expanding quite rapidly in London, offering Japanese food along the lines of the Pret A Manger posh fast food experienceThis...","4"
"There a few of these fab sushi restaurants dotted around.The great thing is you can either eat in or take-away. I much prefer to sit down and enjoy but on...","4"
"Delicious high standard sushi plus other stuff I haven't tried yet.My only problem is the strangely sullen and serious atmosphere in all Itsus I've been...","4"
"This branch is near the river and is located underground with no windows. Black decor throughout with a serene sense of Zen and calmness. Small attractive...","4"
"A little hidden away, but definitely worth the descent into the catacomb-like interior. The vibe is intimate and the food is a legit take on Asian Fusion;...","4"
"Reeling from the previous day's hangover, I came here with a friend a few Fridays ago. Can't believe I hadn't been previously as it's very close to work....","3"
"A very reliable sushi restaurant in Kentish Town. To be honest I've never actually eaten in here only ever ordered takeaways.The decor and staff seem very...","4"
"I love any cuisine that allows you to try multiple dishes. Gone are the days of three set courses, I want six, nine, fifteen!!! That's probably why I and...","5"
"Amazing service.  Terrific food.  So happy with this place.  Absolutely nothing was lacking.","5"
"Last week I got to try Filipino food for the first time at Romulo Café on Kensington High Street even if it's not your part of town it's handy for an...","4"
"When I visit cities in any parts of the world, part of the thrill is finding gems not everybody has been to/ has tried. When you think of London, your...","4"
"An absolute delight of a meal here! I was new to Filipino food and was excited to try the flavourful cuisine. I started with a gorgeous Boracay Dreams...","5"
"Chi is fairly close to my workplace and I go there for lunch sometimes. I got in the first time because it was fairly cold and there were some people inside...","4"
"My first impressions are high. A small Vietnamese cafe run by a family. They serve everything I love about Vietnamese food...Vermicelli salads, Pho, and...","5"
"Very good quality chicken. The cashiers were very nice and I appreciated the fast casual layout as an American. Came in late for for something to take back...","4"
"Really quite passable chicken place. Tenders and wings are both good, although many of the sauces are a bit undifferentiated ( was that bled cheese or ranch...","4"
"Slim Chickens is a relatively new franchise that entered a very competitive fast food market in London. Their main slogan is ""Life changing chicken"". Being...","5"
"Yes, it hit the spot!  Simple and Delicious steak and frites! That sauce is A+Highlights:  Steak cooked to perfection with generous portions of...","5"
"I have been to many Relais de Venise in NYC, Paris .... and the one in London is by far the worst Entrecôte . Not only the food is mediocre but the service...","1"
"LOVELY.I enjoyed there place in NY a few years ago, and then in London a couple of nights ago.Certainly not the best meat quality but sauce is good;...","4"
"Bang Bang... strangely it reminds me just like the Jessie J song! It's quick and its upbeat and those are the 2 words that can only describe Bang Bang...","5"
"I don't know why the average is not much higher. The food is tasty especially spicy chili squid. That's why I went back for the 2nd day for dinner.","5"
"Pro: the curry was very flavorful and it was good with the rice.Con: the service was not all that great. The gratuity is 12.5%. The portions were small....","2"
"GR does it again. I just love their meat storage area. Expertly explained as to why and how it's stored that way. Staff trained well on the origin of their...","5"
"I wish I had better things to say about my experience at Maze Grill. The staff, ambiance, wine and sides were phenomenal. But I went for a steak! Although...","3"
"A two-star experience for me, but the rest of the group liked it. First time that I've eaten in a Gordon Ramsay resto; it wasn't a great introduction. It...","3"
"I had the most amazing time here. It's a little inconspicuous place at the edge of covent garden and if you walk Rok fast, you just might miss it! The size...","5"
"We arrived 30 minutes early where we were greeted by someone other than the hostess. He happily sat us down right away. It did take the server about 10...","3"
"Pricey, but worth it. We just ordered dumplings and the salmon bruschetta - so no full on main courses. Without drinks it came to about £25 each including...","5"
"Absolutely delicious food - foraged, hunted, gathered all well prepared to maximize the natural goodness of the ingredient. I could've eaten 4 rounds of the...","5"
"My favorite restaurant in London!!! Personally, when I dine, I enjoy ordering many items off the menu and sharing them family style. Rabbit allows you to do...","5"
"This place has one thing that it is banking on: Location.Located on Kings Road, it knows that its local clientele can afford to spend big on meals. Even...","2"
"Excellent spot for Japanese Curry lovers.In Japan, this franchise is considered ""decently good"" but I was pleasantly surprised when I tried this place...","5"
"As far as restaurant chains go, this is one of the best. Quality dining at a reasonable price. Atmosphere was pleasant, clean and staff were friendly. We...","5"
"A little pricey compared to locations abroad but that's expected. It was a warm, filling meal. I love how to Curry isn't meat based so vegetarians can eat...","5"
"This is definitely the most authentic Thai restaurant I've been to in the UK in my 5 years here. If you miss Thailand like I do, you will probably enjoy the...","5"
"You know what, I really need to give central london a break. I always moan stating it's too touristy, too expensive, too busy... nope. It's finding gems...","4"
"Thai Cottage has the feel of a long established Soho staple, and somehow I've managed to miss it for years ...  almost feel embarrassed now that we tried to...","4"
"I usually don't walk into a restaurant without checking Yelp. However, I was walking on Maiden Ln and this place looked nice. Since I was traveling by...","5"
"One of our favorite restaurants in London - specifically Covent Garden. The spicy olives are to die for! Get them!The tapas are delicious. We went 3...","5"
"My favorite tapas restaurant in Covent Garden. They serve the strange stuff like cow intestines, tongue and the sort of dishes you'd expect in Catalonia....","5"
"We passed by Malabar Junction several times to and from our hotel so it seemed meant to be. I went in for a late Saturday night dinner and it was relatively...","5"
"Just arriving in London today we were craving Indian food and Malabar Junction did not disappoint. The waitress recommended the Masala Dosa (pancake with...","4"
"My family and I went to this restaurant last week when we were in the UK.  I really wanted them to have a chance to experience UK Indian food (which is very...","5"
"I'm bummed that I hadn't heard about Ottolenghi until now. My friends who were visiting from the US and avid fans of Yotam Ottolenghi  insisted on coming...","5"
"The wife and I have been doing quite the culinary tour during our Londin stay. One of our ""have to"" stops was Ottolenghi, especially since we have 2 of his...","4"
"This restaurant is beautiful but the setup is kind of odd. All of the food is set up buffet style near the front door. Wait staff runs back and forth,...","3"
"Very cozy and cute brunch spot with the most instagrammable location in Kings Court. We made a reservation a few days in advanced which I'd definitely...","3"
"The location is premier. The place was about 20% full. We were a larger party of 6 with kids and they didn't want us to sit in the more comfortable corner...","2"
"If your a walk in there is quite a wait  but is worth it. They have a creative menu but it has limited gluten free options and staff didn't seem adiment...","3"
"Great Korean street food. The guys that work here are also amazing, really nice and very helpful. The fried chicken was excellent along with the salad. The...","5"
"Stumbled upon this place and stopped for a late breakfast after walking through the park. It is right near the amazing Queen Mary's rose garden, the smell...","5"
"Situated in the middle of Regents Park, this has been refurbished (interior only) as of July 2014 and now known as 'The Smokehouse'. I have been here a few...","5"
"You're paying for location on this one...I don't understand why the park cafes are so expensive, however as far as this one goes, you get some lovely...","3"
"Authentic and delicious Italian place!! On top of that, the service made our dining experience there even better. We ordered asparagus with butter and...","5"
"One of the best meals I've had in London. In a charming alley close to the Hampstead tube. Excellent service.","5"
"Fantastic and stunningly beautiful restaurant with great service and amazing good food. In fact this is probably the best Italian food I have had in London...","5"
"Ya, it's good. Nouveau Indian style tapas. Don't ask for naan or anything here. For me, what makes this five stars is the following:- they accommodated...","5"
"I think if you're going to do a ""modern"" take on Indian food, you really have to hit it out of the park, otherwise people get upset that their favorite...","3"
"One of the best things about visiting London is the Indian food. Found Gunpowder. Very hip and very good.. tried several dishes starting with aloo chaat,...","5"
"Not really sure what to call this place so we'll say its a pub/bar/dive bar/restaurant. We came in and were a bit skeptical as we walked down the stairs but...","5"
"Really surprised about this place. Was really feeling like London didn't have a lot of good food after trying a bunch of recommended restaurants. For st of...","5"
"Lovely good, lovely staff, great portion, and lovely environment. My full rack of pork was lovely however the salt and petter squid was not fried long...","4"
"Fancy taking a holiday but don't have the money? Come here for your injection of Columbian culture and cuisine.A bit like a private social club this place...","4"
"Cute little pub just a block from my friend's flat -- reasonably priced watery beer (as is all beer in England) and friendly folks.  One visit, I sat to...","3"
"A beautiful quiet pub in a lovely quiet neighborhood. We ate there twice on weekdays and  there were a few people outside and one or two people at the bar,...","5"
"This must have been our fourth stop on the crawl, or the fifth...anyhow, it didn't really get a fair chance.It was almost empty indoors and very dark. We...","4"
"12/04/2018:  WOW~My circadian rhythm is so out of sync with all UK Residents; I'm eating dinner at 10:15 PM at night when it's 3:15 PM PST, i.e., NORCAL...","5"
"Large Chinese restaurant on the Walworth Road, close to Elephant & Castle mainline station.It serves Cantonese cuisine and Dim Sum, and comprises a large...","4"
"Really high quality Chinese food. The sweet and sour chicken was a pretty small portion- it looked like they just forgot to finish putting the rest on the...","4"
"SWOON! I really love this place. I was on my way to another coffee shop to work (one that was pretty grungy and always packed) and came across Boki. Today...","5"
"This place is a gem! I LOOOOVE the vibe, music, drinks, service! It has a bit of gay vibe to it but it's for everyone really! Everyone will feel completely...","5"
"Popped in here as the back bar caught our eye from the street. The organic decor and numerous plants made for a beautiful setting. We ordered the grapefruit...","5"
"My husband and I were on vacation and were completely exhausted from walking all day so we wanted to find a place close enough to our hotel for an easy walk...","4"
"Firecracker is close to one of our offices which is to say that it's great because we generally have very limited options around where we are on the River....","4"
"On most trips, I actually keep a spreadsheet of our itinerary.  Normally, this includes where we will be eating that day.  Unfortunately, I wasn't able to...","5"
"My favorite little slice of Italy in London. If you are craving an amazing drinking chocolate this is the place. Also good if you just want to brush up on...","5"
"If you're into sweets, then this is the place for you.  It's not too far of a walk from Piccadilly Circus.  I forgot what night we went, but when we got...","5"
"Those of you who follow me know that this is my go to coffee house...did I ever mention the chocolate cake...hmmmAnyway, where else would one go, this is...","5"
"This review is only for the drinks as I have never eaten here.Since the dreaded day that my admittedly run down and dingy fav. martini place shut in...","4"
"Brilliant, fantastic, clever fresh food. Sometimes I'm a bit weary of fusion restaurants, but this place was just spot on.From the moment we walked in, I...","4"
"When you find yourself in an unfamiliar (not to mention extremely upmarket) borough of London for a friend's wedding, deciding where to go for dinner...","4"
"We were looking for a place to eat in Covent Garden and it everything was packed. . .and we were starving.We stumbled upon Prima Sapori and I am SO GLAD...","5"
"The crab ravioli was really really good and my husband got a mushroom tagliatelle dish which he very much enjoyed. We also got bruschetta  and burrata with...","4"
"I had been craving pasta after seeing the word 'spaghetti' on a building somewhere - the word association is strong with this one. After being turned away...","5"
"This place is beautiful decorated and the waiter was friendly. The service was amazing! The food is reasonably price and absolutely delicious. It was my...","5"
"This was my first time having Lebanese food and it was pretty good. I've had all the dishes before but I guess they weren't strictly Lebanese cuisine. The...","4"
"Tasty food and delightful owner who made us feel really welcome. Especially enjoyed the hummus, tabbouleh and grape leaves. Will visit again.","5"
"Tasty food, fair price, friendly staff, will definitely recommend! One of the Best place I've eaten in London.I've had:Hot and sour soup- one of the best...","5"
"Actually 3.5 would be a perfect score for this place. Nothing  fancy just well prepared chinese food. Service was prompt friendly and proficient.  The...","3"
"I ordered the Singapore laska . It had very rich flavors and was very tasty. They give you a side of pepper and chill oil which helps if you like more of a...","5"
"This is one of my favorite places to eat in London. Period.  it is tucked away off of Holloway Rd and my partner and I eat here or take away weekly when we...","5"
"The food was great! I love London (used to live there, from US), but not necessarily the food, but I find myself craving their Chicken, and Rice and Peas...","5"
"Come here! Seriously...wander down to Holloway and eat some chicken. It's looks like a hipster-type venue, but the staff are really friendly, and the...","4"
"Absolutely 100% worth the visit. Saw this pub/restaurant featured on Bourdain and had to check it out. It's a very cosy pub - the kind of place where you...","5"
"Spectacular. The pub is beautiful, great natural light, the space is wide open, and feels refreshing. The wine list rivals the best restaurants. The...","5"
"I absolutely love this place and now that they have rooms I may have to move in! The scotch eggs are to die for and everything else on the menu is...","5"
"Great food before going to a show. On the edge of Chinatown my husband and I wanted a nice place to sit down for Chinese food and be served. The food was...","5"
"Half the menu displayed outside isn't available. Dunno if this is due to COVID times, or if it's been like this for a while.Dim sum is easy to order...","3"
